lemma	paradigm	tags	sources_count	source_flags
כירורגיה	ע,יחיד,אין_כינויים		2	HL
כירורגי	ת		2	HL
כירורג	ת,נקבה_ית		2	HL
כירליות	ע		1	H
אנרגיה	ע		2	HL
מטלורגיה	ע,אין_נטיות		1	H
סטיפנדיה	ע,אין_כינויים	#,מלגה	1	H
גוורדיה	ע,אין_נטיות		1	H
טריוויה	ע		2	HL
פרובינציה	ע		2	HL
פרובינציאלי	ת		2	HL
פרובינציאליות	ע		1	H
פרוורסיה	ע		1	H
פרוורטי	ת		1	H
אונקיה	ע		1	H
פיצריה	ע		2	HL
בטריה	ע		1	H
פנצ'ר	ע,אין_כינויים		2	HL
פנצ'ריה	ע		1	H
סטייק	ע,אין_כינויים		2	HL
סטייקיה	ע		1	H
גלידריה	ע	#,colloquial	1	H
טורטיה	ע		1	H
כפייה	ע	#,Many,people,spell,כאפייה,,but,[3],and,[5],agree,with,this,spelling.	2	HL
גלבייה	ע		1	H
טורייה	ע	#,note,added,yod,for,ktiv,maleh.,From,Arabic,,colloquial.	1	H
מיטוכונדריון	ע,רבים=מיטוכונדריה	#,TODO:,is,there,a,plural,nismach?,Maybe,מיטוכונדריית?,[4],doesn't,have,it,,and,we,don't,generate,it.	1	H
אנגלי	ת,עם,ארץ=אנגליה,נקבה_ה	#,is,this,the,right,ktiv-male,spelling?	2	HL
פלמי	ת,עם,ארץ=פלנדריה		1	H
לטבי	ת,עם,ארץ=לטביה		1	H
סרבי	ת,עם,ארץ=סרביה	#,note,bet,dgusha!	2	HL
בלגי	ת,עם,ארץ=בלגיה		2	HL
צ'צ'ני	ת,עם,ארץ=צ'צ'ניה		1	H
בוסני	ת,עם,ארץ=בוסניה		2	HL
הרצגוביני	ת,עם,ארץ=הרצגובינה		1	H
אוסטרי	ת,עם,ארץ=אוסטריה		2	HL
טורקי	ת,עם,ארץ=טורקיה		2	HL
תורכי	ת,עם,ארץ=תורכיה	#,alternative,spelling:,are,both,correct?	2	HL
בוורי	ת,עם,ארץ=בווריה		1	H
סקסוני	ת,עם,ארץ=סקסוניה		1	H
קולומביאני	ת,עם,ם,ארץ=קולומביה		2	HL
גליציאני	ת,עם,ארץ=גליציה		1	H
קסטיליאני	ת,עם,ארץ=קסטיליה		1	H
לומברדי	ת,עם,ארץ=לומברדיה		1	H
נאנדרטלי	ת,עם,ארץ=		1	H
קרפטי	ת,עם,ארץ=		1	H
אינואיט	ת,נקבה_ית		1	H
אינואיטי	ת		1	H
פונקציונלי	ת		2	HL
פונקציונליזם	ע,אין_נטיות		1	H
פונקציונליסט	ת,נקבה_ית	#,not,in,[3],or,[4],,but,I,think,can,be,derived,from,פונקציונליזם	1	H
פונקציונליסטי	ת	#,not,in,[3],or,[4],,but,I,think,can,be,derived,from,פונקציונליזם	1	H
סימטרי	ת		2	HL
סימטריות	ע		2	HL
אסימטרי	ת		1	H
אסימטריות	ע		1	H
רדוקציוניזם	ע,אין_נטיות		1	H
רדוקציוניסט	ת,נקבה_ית	#,not,in,[4],,but,I,think,it's,sensible,for,a,person,who,practices,רדוקציוניזם.	1	H
רדוקציוניסטי	ת,נקבה_ית	#,not,in,[4],,but,I,think,it's,sensible,for,something,related,to,רדוקציוניזם.	1	H
ראקציונר	ת,נקבה_ית		1	H
ראקציוני	ת		1	H
מונרכי	ת		1	H
מונרכיזם	ע,אין_נטיות		1	H
מונרכיסט	ת,נקבה_ית		1	H
מונרך	ת,נקבה_ית		1	H
דדוקטיבי	ת		1	H
פרופורציוני	ת	#,not,recognized,by,[3]	1	H
פרופורציונלי	ת	#,not,recognized,by,[3]	2	HL
דיספרופורציוני	ת		1	H
דיספרופורציונלי	ת	#,strangely,,not,recognized,by,[4],which,does,recognize,פרופורציונלי,and,דיספרופוציוני.	1	H
פיקטיבי	ת		2	HL
פיקטיביות	ע		2	HL
היררכי	ת	#,see,comment,on,היררכיה	2	HL
הירוגליף	ע,אין_כינויים	#,The,singular,is,very,rarely,used.,note,that,[3],and,[5],prefers,היירוגליפים,because,of,tsere,in,yod.,Rav-Millim,and,I,disagree.,See,also,היררכי	1	H
הירוגליפי	ת		1	H
פנסיון	ע		2	HL
פנסיוני	ת		2	HL
אינטליגנטי	ת		2	HL
אינטליגנט	ת,נקבה_ית		2	HL
קונסטרוקטיבי	ת		2	HL
קונסטרוקטיביזם	ע,אין_נטיות	#,art,term	1	H
דסטרוקטיבי	ת		1	H
קונסטרוקטור	ת,נקבה_ית	#,civil,engineering,term	1	H
דמנטי	ת		1	H
רקורסיבי	ת		1	H
פרוטקציוניזם	ע,אין_נטיות		1	H
פרוטקציונר	ת,נקבה_ית	#,colloquial	1	H
סלקטור	ת,נקבה_ית		1	H
סוגסטיבי	ת		1	H
ליטורגיקה	ע,אין_נטיות		1	H
פלואורסצנט	ע,אין_נטיות		1	H
פלואורסצנטי	ת		1	H
היפוכונדר	ת,נקבה_ית		1	H
אימפוטנט	ת,נקבה_ית		1	H
אימפוטנטי	ת		1	H
אימפוטנטיות	ע		1	H
אוליגרכי	ת		1	H
אוליגרך	ע,אין_כינויים		1	H
אוליגרכית	ע,אין_כינויים		1	H
אפילפטי	ת		2	HL
אנורקטי	ת	#,this,is,the,form,found,in,[4]	1	H
אנורקסי	ת	#,NOTE:,non-standard,variant,of,אנורקטי,,not,recognized,by,[4],or,any,other,dictionary,I,checked.,However,,I,consider,it,more,Hebrew-like,,and,on,Google,it,is,much,more,common,than,the,אנורקטי,form.	1	H
אורתודוקס	ת,נקבה_ית		1	H
אורתודוקסי	ת		2	HL
אנרכי	ת		1	H
אנרכיסט	ת,נקבה_ית		2	HL
אנרכיסטי	ת		1	H
אנרכיזם	ע,אין_נטיות		2	HL
סוציומטרי	ת		1	H
אופטומטריסט	ת,נקבה_ית		1	H
גלקטי	ת		2	HL
אינטרגלקטי	ת		1	H
נוסטלגי	ת		2	HL
אטרקטיבי	ת		2	HL
אטרקטיביות	ע		2	HL
אינטראקטיבי	ת		2	HL
אינטראקטיביות	ע		2	HL
גאומטרי	ת	#,see,also,comment,on,גאו,vs.,גיאו	1	H
גריאטרי	ת		2	HL
פסיכיאטרי	ת		2	HL
פסיכומטרי	ת		2	HL
אלרגי	ת		2	HL
אלרגן	ע		1	H
אלרגני	ת		1	H
אינדוקטיבי	ת		1	H
אנרגטי	ת		2	HL
מטלורגי	ת		1	H
מיטוכונדרי	ת		1	H
קטגוריה	ע		2	HL
קטגוריזציה	ע		1	H
אינפורמציה	ע		2	HL
דיסאינפורמציה	ע		2	HL
אינטגרציה	ע		2	HL
אנימציה	ע		2	HL
אנימטור	ת,נקבה_ית		1	H
אנימה	ע,אין_נטיות	#,אנימציה,יפנית	2	HL
וריאציה	ע		2	HL
וריאנט	ע		1	H
אינווריאנט	ע	#,science,term.,An,older,form,is,אינווריאנטה.	1	H
אינווריאנטי	ת	#,science,term	1	H
אופציונלי	ת		2	HL
אינפורמטיבי	ת		2	HL
אינטגרלי	ת		2	HL
אינטגרטיבי	ת		2	HL
אלגנטי	ת		2	HL
גלובלי	ת		2	HL
גלובליזציה	ע		2	HL
מינימום	ע		2	HL
מינימלי	ת	#,[4],prefers,niqqud-less,spelling,of,מינימאלי.,That's,against,Academia,rules,,and,why,does,it,spell,מינימליזם,without,the,same,aleph?	2	HL
מינימליסטי	ת		2	HL
מינימליזם	ע,אין_נטיות		1	H
מינימליזציה	ע,אין_נטיות	#,rarely,used,today,-,instead,there,is,מזעור	1	H
מינימיזציה	ע,יחיד,אין_כינויים	#,Usually,only,used,in,math,context	1	H
מקסימום	ע	#,TODO:,the,Academia,also,alows,the,plural,מקסימאות,(mentioned,in,a,decision,on,their,site).	2	HL
מקסימלי	ת		2	HL
מקסימיזציה	ע,יחיד,אין_כינויים	#,Usually,only,used,in,math,context	1	H
טקסטיל	ע		2	HL
טקסט	ע		2	HL
טקסטואלי	ת		2	HL
פורמט	ע		2	HL
פורמלי	ת	#,[4],prefers,to,add,aleph,in,niqqud-less,spelling:,פורמאלי.	2	HL
פורמליות	ע		2	HL
פורמליזם	ע,אין_נטיות		1	H
פורמליסט	ת,נקבה_ית		1	H
פורמליסטי	ת	#,not,in,[4]	1	H
פורמליסטיקה	ע,אין_נטיות	#,not,in,[4]	1	H
פורמליזציה	ע,אין_נטיות		1	H
פרופיל	ע		2	HL
פרופילקטי	ת		1	H
פרלמנט	ע		2	HL
פרלמנטרי	ת		2	HL
פרלמנטר	ת,נקבה_ית		1	H
פרלמנטריזם	ע,אין_נטיות		1	H
רוטינה	ע		2	HL
רוטיני	ת		1	H
אובייקט	ע		2	HL
אובייקטיבי	ת		2	HL
אובייקטיביות	ע		2	HL
סובייקט	ע,אין_כינויים		2	HL
סובייקטיבי	ת		2	HL
סובייקטיביות	ע		2	HL
אנטנה	ע		2	HL
נגטיב	ע		1	H
נגטיבי	ת		1	H
פוזיטיב	ע		1	H
פוזיטיבי	ת		2	HL
פוזיטיביזם	ע,אין_נטיות		1	H
קואורדינציה	ע		2	HL
קוד	ע		2	HL
קומפילציה	ע		1	H
רציונלי	ת		2	HL
רציונליזציה	ע		2	HL
רציונל	ע,אין_נטיות		2	HL
רציונליזם	ע,אין_נטיות		1	H
רציונליסט	ת,נקבה_ית		1	H
רציונליסטי	ת		1	H
רציונליות	ע		2	HL
אירציונלי	ת		1	H
אירציונליות	ע		1	H
דיאגנוזה	ע		2	HL
סימולציה	ע		2	HL
סימולטור	ע		2	HL
ספירלה	ע		2	HL
ספירלי	ת		1	H
פלטה	ע		2	HL
קונטרסט	ע		1	H
אבסולוטי	ת		2	HL
אוטונומיה	ע		2	HL
אוטונומי	ת		2	HL
אופרטיבי	ת		2	HL
פרקטי	ת		2	HL
פרקטיות	ע		2	HL
פרקטיקה	ע,אין_כינויים		2	HL
פרויקט	ע		2	HL
אינדקס	ע		2	HL
מגזין	ע		2	HL
אקורד	ע		2	HL
אקטואלי	ת		2	HL
אקטואליה	ע		2	HL
אנונימי	ת		2	HL
אנונימיות	ע		2	HL
אילוסטרציה	ע		2	HL
פלטפורמה	ע		2	HL
צילינדר	ע		2	HL
אגרסיבי	ת		2	HL
אגרסיביות	ע		2	HL
אגרסיה	ע,אין_כינויים	#,Not,in,[3],,but,in,[4].,I,consider,this,,especially,the,plural,,colloquial	1	H
סקס	ע,אין_נטיות		2	HL
סקסי	ת		2	HL
סקסואלי	ת		1	H
סקסיזם	ע,אין_נטיות		2	HL
סקסיסטי	ת		1	H
אקטיבי	ת		2	HL
סטנדרטי	ת		2	HL
סטנדרט	ע	#,[3],says,סטנדרד.,[4],and,I,say,סטנדרט.	2	HL
סטנדרטיזציה	ע,אין_נטיות		1	H
מודל	ע		2	HL
אינטלקטואלי	ת		2	HL
אינטלקטואל	ת,נקבה_ית		2	HL
אינטלקט	ע		2	HL
אלכוהול	ע,אין_נטיות		2	HL
אלכוהולי	ת		2	HL
חמולה	ע		2	HL
גנרל	ת,נקבה_ית		2	HL
גנרלי	ת		1	H
גנרליסימו	ע,אין_נטיות		1	H
קורפורל	ת,נקבה_ית		2	HL
סירנה	ע		2	HL
מדליון	ע		2	HL
מטרופולין	ע,נקבה	#,Feminine,according,to,Academia,decision,(see,http://hebrew-academy.huji.ac.il/decision3.html),[3],and,[4].	2	HL
מטרופוליני	ת	#,not,in,[3],or,[4],,but,I,consider,this,word,valid.	1	H
פלקט	ע		1	H
פלקטי	ת		1	H
רזרבה	ע		2	HL
רזרבי	ת		2	HL
פנורמה	ע,אין_כינויים		2	HL
פנורמי	ת		2	HL
קונגרס	ע		2	HL
שף	ת,נקבה_ית		2	HL
דנטלי	ת		2	HL
קוסמטיקה	ע,אין_נטיות		2	HL
קוסמטי	ת		2	HL
קוסמטיקאי	ת,ם		1	H
כימיה	ע,אין_נטיות		2	HL
כימאי	ת,ם		2	HL
כימי	ת		2	HL
ביוכימיה	ע,אין_נטיות		2	HL
ביוכימאי	ת,ם		1	H
ביוכימי	ת		1	H
ביוטכנולוגי	ת		1	H
ביוטכנולוגיה	ע,אין_נטיות		2	HL
ביוטכנולוג	ת,נקבה_ית	#,not,recognized,by,[4]	1	H
ביואינפורמטיקה	ע,אין_נטיות		1	H
ביואינפורמטי	ת		1	H
אלכימיה	ע,אין_נטיות		2	HL
אלכימאי	ת,ם		2	HL
אלכימי	ת		1	H
סלקטיבי	ת		2	HL
קונטיננטלי	ת		1	H
וולגרי	ת		2	HL
רקטה	ע		2	HL
רקטי	ת		1	H
פוסטר	ע		2	HL
טורניר	ע		2	HL
דירקטור	ת,נקבה_ית		2	HL
דירקטוריון	ע		2	HL
אופטימלי	ת	#,[4],adds,a,aleph,for,niqqud-less,spliing:,אופטימאלי.	2	HL
אופטימום	ע,אין_נטיות		1	H
אופטימיזציה	ע		2	HL
דיאלוג	ע		2	HL
דיאלוגי	ת		1	H
ראלי	ת	#,[4],adds,a,yod,for,niqqud-less,spelling:,ריאלי,(and,similarly,for,the,following,words:)	2	HL
ראליזם	ע,אין_נטיות		1	H
ראליסטי	ת		1	H
ראליסט	ת,נקבה_ית		1	H
סוראליסטי	ת		1	H
סוראליזם	ע,אין_נטיות		1	H
סוראליסט	ת,נקבה_ית	#,Not,commonly,used,,but,in,some,use.	1	H
ראליטי	ע,אין_נטיות	#,colloquial	1	H
ז'נר	ע	#,Uncharacteristicly,,[3],also,allows,the,variant,with,aleph.,I,don't,know,why.	1	H
קליניקה	ע		2	HL
קליני	ת		2	HL
קלינאי	ת,ם		2	HL
גריל	ע		2	HL
מוניציפלי	ת		2	HL
סיטואציה	ע		2	HL
נישה	ע		2	HL
מינרל	ע		2	HL
מינרלי	ת		2	HL
מינרלוגיה	ע,אין_כינויים	#,A,common,misspelling,is,מינרולוגיה	1	H
מינרלוג	ת,נקבה_ית		1	H
מינרלוגי	ת		1	H
אפקט	ע		2	HL
דיקטטור	ת,נקבה_ית		2	HL
דיקטטורה	ע		2	HL
דיקטטורי	ת		2	HL
ארכיטקט	ע		2	HL
ארכיטקטית	ע		1	H
ארכיטקטורה	ע	#,Has,some,submeanings,not,common,with,אדריכלות,(e.g.,,computer,system,design).	2	HL
ארכיטקטוני	ת		2	HL
מלודי	ת		2	HL
מלודיה	ע		2	HL
מולקולה	ע		2	HL
מולקולרי	ת		2	HL
אוניברסלי	ת		2	HL
אוניברסליות	ע		2	HL
אנלוגיה	ע		2	HL
אנלוגי	ת		2	HL
אסתטיקה	ע,יחיד,אין_כינויים		2	HL
אסתטי	ת		2	HL
אסתטיות	ע		2	HL
ארכאי	ת	#,the,ם,plural,sounds,good,to,me,,but,no,dictionary,accepts,it.	2	HL
מונוטוני	ת		2	HL
מונולוג	ע		2	HL
מינורי	ת		2	HL
מינור	ע,אין_נטיות	#,music,term	2	HL
מז'ורי	ת		1	H
מז'ור	ע,אין_נטיות	#,music,term	2	HL
סירופ	ע		2	HL
אינדיבידואלי	ת		2	HL
אינדיבידואליזם	ע,אין_נטיות		2	HL
אינדיבידואליסט	ת,נקבה_ית		1	H
אינדיבידואליסטי	ת		1	H
אינדיבידואל	ע		2	HL
אינדיבידואום	ע	#,rare,alternatrive,to,אינדיבידואל	1	H
הרמוניה	ע		2	HL
הרמוני	ת		2	HL
דיסהרמוניה	ע		1	H
ויזואלי	ת		2	HL
הומני	ת		2	HL
הומניזציה	ע,אין_נטיות		2	HL
הומניטרי	ת		2	HL
קולקטיבי	ת		2	HL
קולקטיביות	ע		2	HL
קולקטיב	ע,אין_כינויים		2	HL
קולקטיביזם	ע,אין_נטיות		1	H
קולקטיביסט	ת,נקבה_ית		1	H
קולקטיביסטי	ת		1	H
קולקטיביזציה	ע,יחיד,אין_כינויים		1	H
קמפוס	ע		2	HL
קרוון	ע		2	HL
קרווילה	ע	#,A,more,recent,slang,term,,which,together,with,the,phrase,"מבנים,יבילים",almost,replaced,קרוון...	1	H
אורבני	ת		2	HL
אורבניזציה	ע,אין_כינויים,יחיד		1	H
אורגזמה	ע		2	HL
אלסטי	ת		2	HL
אלסטיות	ע		2	HL
מנטלי	ת		2	HL
מנטליות	ע		2	HL
סופרמרקט	ע		2	HL
מינימרקט	ע		1	H
פרוגרסיבי	ת		2	HL
פרוגרסיביות	ע		1	H
פרודוקטיבי	ת		2	HL
פרודוקטיביות	ע		2	HL
פריפריה	ע		2	HL
פריפריאלי	ת		1	H
פריפרי	ת	#,Alternative,to,פריפריאלי	1	H
אורגן	ע		2	HL
אורגניסט	ת,נקבה_ית		1	H
אינסטלטור	ע		2	HL
אינסטלציה	ע		2	HL
אינקובטור	ע		1	H
אליטה	ע		2	HL
אליטיזם	ע,אין_נטיות		1	H
אליטיסטי	ת		2	HL
אליטיסט	ת,נקבה_ית		1	H
אפיזודה	ע		2	HL
אפיזודי	ת	#,Not,recognized,by,[3],or,[4],,but,I,think,it's,used.	1	H
אקסטזה	ע		2	HL
אקסטטי	ת		1	H
אקסטרני	ת		1	H
אקסצנטרי	ת		2	HL
אינדיקציה	ע		2	HL
אינדיקטור	ע		2	HL
אינדיקטיבי	ת	#,not,recognized,by,[3],or,[4],,but,I,think,it's,used.	1	H
אלגוריה	ע		2	HL
אלגורי	ת		2	HL
בישוף	ע		2	HL
ארכיבישוף	ע		2	HL
בישופות	ע		1	H
ארכיבישופות	ע		1	H
בריגדה	ע		2	HL
ארכיב	ע		2	HL
דיאלקט	ע		2	HL
דיונה	ע		2	HL
אבסטרקטי	ת		2	HL
אג'נדה	ע,יחיד	#,Agenda,is,already,plural,,in,latin,,so,no,plural,of,it,:)	2	HL
אגואיזם	ע,אין_נטיות		2	HL
אגואיסט	ת,נקבה_ית		2	HL
אגואיסטי	ת		2	HL
אגוצנטרי	ת		1	H
אדמיניסטרציה	ע		2	HL
אדמיניסטרטיבי	ת		2	HL
אדמיניסטרטור	ת,נקבה_ית		1	H
אוריינטלי	ת		2	HL
אוריינטליזם	ע,אין_נטיות		1	H
אוריינטליסטי	ת	#,related,to,אוריינטליזם	1	H
אינטריגה	ע		1	H
אלימינציה	ע		1	H
אלקטורלי	ת		2	HL
אמוציה	ע		1	H
אמוציונלי	ת		2	HL
אמורפי	ת		2	HL
אמורפיות	ע,יחיד		1	H
אספקט	ע		2	HL
אפליקציה	ע		2	HL
אקוטי	ת	#,Hebrish,for,"accute".	2	HL
אקונומי	ת		2	HL
אקטיביסט	ת,נקבה_ית		2	HL
אקטיביזם	ע,אין_נטיות		2	HL
אקטיביסטי	ת		1	H
אקסקלוסיבי	ת		2	HL
אריתמטיקה	ע,אין_נטיות		1	H
אריתמטי	ת		1	H
בלרינה	ע		2	HL
בלוק	ע		2	HL
בולדוזר	ע		2	HL
פיגמנט	ע		2	HL
פיגמנטציה	ע,יחיד,אין_כינויים		1	H
קמפיין	ע		2	HL
אימייל	ע		2	HL
מייל	ע,אין_כינויים	#,This,has,(unfortunately),become,the,common,word,for,e-mail	2	HL
פוגרום	ע		2	HL
ציטטה	ע	#,מובאה	2	HL
סטז'	ע	#,[4],says,that,the,niqqud-less,spelling,is,סטאז'.,I,don't,know,why.	1	H
סטז'ר	ע		1	H
סטז'רית	ע		1	H
הרמטי	ת		2	HL
הרמטיות	ע		1	H
אמביציה	ע		2	HL
אמביציוזי	ת		1	H
מריונטה	ע		2	HL
לינארי	ת		1	H
טקסטורה	ע		1	H
אקרובט	ת,נקבה_ית		1	H
אקרובטי	ת		1	H
אקרובטיקה	ע,אין_נטיות		2	HL
אקרן	ע	#,archaic,French-based,term,,no,longer,in,use,nowadays.	1	H
ארטילריה	ע		2	HL
ארטילרי	ת		2	HL
אריסטוקרטיה	ע		1	H
אריסטוקרטי	ת		1	H
אריסטוקרט	ת,נקבה_ית		1	H
בזאר	ע	#,[4],spells,this,with,א,,[3],without.,I,am,going,with,[4]'s,decision,,because,the,English,spelling,also,reminds,us,of,a,long,vowel,,like,when,in,Arabic,an,aliph,is,added:,Bazaar.	2	HL
בלטה	ע		2	HL
בנלי	ת		1	H
בנליות	ע		1	H
בקטריה	ע		2	HL
בקטריאלי	ת	#,Most,commonly,in,the,phrase,אנטי-בקטריאלי	2	HL
אנטיבקטריאלי	ת		1	H
בקטריולוגי	ת		1	H
בקטריולוגיה	ע,אין_נטיות		1	H
בקטריולוג	ת,נקבה_ית		1	H
בריקדה	ע		1	H
גימנסיה	ע	#,archaic,word,for,highschool	2	HL
גלדיאטור	ע		2	HL
דוקומנטרי	ת		2	HL
דוקומנטציה	ע		1	H
הומוגני	ת		2	HL
הומוגניות	ע		2	HL
הטרוגני	ת		2	HL
הטרוגניות	ע		2	HL
אינטרפרטציה	ע		2	HL
אינסטרומנט	ע	#,foreign,word,,not,normally,used,in,modern,writing	1	H
אינקובציה	ע		1	H
אמולציה	ע	#,computer,term.,חיקוי.	1	H
אמנציפציה	ע		2	HL
אוטואמנציפציה	ע		1	H
אנסמבל	ע		2	HL
אספירציה	ע		1	H
טוטלי	ת		2	HL
אפילוג	ע		2	HL
אפיקורס	ת,נקבה_ית,יחיד=אפיקורוס		1	H
אפיקורסי	ת		1	H
אפיקורסות	ע,יחיד		1	H
אקספרימנט	ע		1	H
אקספרימנטלי	ת		1	H
ארגומנט	ע		1	H
ארגומנטציה	ע		1	H
ארוגנטי	ת		1	H
ארוגנטיות	ע		1	H
ארמדה	ע		1	H
ארסנל	ע		2	HL
בומבסטי	ת		1	H
בומבסטיות	ע		1	H
גלוריפיקציה	ע,יחיד		1	H
גנגסטר	ת,נקבה_ית	#,slang	2	HL
גנרי	ת		2	HL
דבילי	ת	#,slang	2	HL
דביליות	ע	#,slang	1	H
דביל	ת,נקבה_ית	#,slang	2	HL
דיאגרמה	ע		2	HL
דיסקט	ע		2	HL
דלוזיה	ע		1	H
דמוני	ת		1	H
דמוניזציה	ע,אין_נטיות		2	HL
דפקט	ע	#,[4],calls,this,slang,,but,doesn't,say,that,about,דפקטיבי...	1	H
דפקטיבי	ת		1	H
דקורטיבי	ת		2	HL
דקורציה	ע		1	H
דקורטור	ע		1	H
דקורטורית	ע		1	H
דקלרציה	ע		1	H
דקלרטיבי	ת		1	H
הדוניזם	ע,אין_נטיות		1	H
הדוניסט	ת,נקבה_ית		1	H
הדוניסטי	ת		1	H
הוסטל	ע		2	HL
היברידי	ת		2	HL
היבריד	ע,אין_כינויים		1	H
הליקופטר	ע		2	HL
ספקולציה	ע		2	HL
ספקולטיבי	ת		2	HL
קומיקאי	ת,ם		2	HL
קומי	ת		2	HL
קומיקס	ע,אין_יחיד,רבים=קומיקס		2	HL
הרמוניקה	ע		1	H
וולונטרי	ת		2	HL
ווקלי	ת		1	H
וולקני	ת		2	HL
ואדי	ע,ות	#,Note,that,[3],prefers,to,spell,this,without,an,aleph,,and,[4],spells,it,with,an,aleph.,I,disagree,with,[3],,because,the,Arabic,word,also,has,aleph,,and,so,according,to,the,Academia's,traditions,,it,should,be,kept.,Moreover,,this,is,how,the,vast,majority,of,people,spell.	2	HL
היבריס	ע,אין_נטיות		1	H
אפידרמיס	ע,אין_נטיות		1	H
דרמיס	ע,אין_נטיות		1	H
דרמטולוג	ת,נקבה_ית		1	H
דרמטולוגי	ת		1	H
דרמטולוגיה	ע,אין_נטיות		1	H
ויברציה	ע		1	H
אמנזיה	ע,אין_נטיות	#,[3],has,the,spelling,אמנסיה.,I,think,the,Academia's,decision,about,ס/ז,mandates,a,ז,here.	2	HL
אוברדרפט	ע,אין_נטיות		1	H
קוסמוס	ע,אין_נטיות		2	HL
מיקרוקוסמוס	ע,אין_כינויים		2	HL
ז'רגון	ע		2	HL
זבנג	ע,אין_נטיות	#,slang	2	HL
קטליזטור	ע		1	H
קטליטי	ת		1	H
קטליזה	ע,אין_נטיות		1	H
חמסין	ע	#,colloquial,,for,שרב.	2	HL
חצ'קון	ע	#,slang	1	H
מחוצ'קן	ת,נקבה_ת	#,slang	1	H
חררה	ע,אין_נטיות	#,There's,an,archaic,word,with,the,same,spelling,,but,the,current,colloquial,word,(meaning,a,rash),is,not,inflected.	2	HL
לוגיקה	ע,יחיד,אין_כינויים		2	HL
לוגי	ת		2	HL
לוגיקן	ת,נקבה_ית		1	H
טבלואיד	ע		1	H
טולרנטי	ת		1	H
טולרנטיות	ע		1	H
טוקסידו	ע,אין_נטיות		2	HL
טיפ	ע,אין_כינויים	#,TODO:,the,smichut,forms,aren't,used...	2	HL
טלגרמה	ע		1	H
טמפרמנט	ע		2	HL
טריבונה	ע		1	H
טריבונל	ע		1	H
תרמוסטט	ע		1	H
תרמודינמיקה	ע,אין_נטיות	#,physics,term	1	H
תרמודינמי	ת	#,physics,term	1	H
תרמוס	ע,אין_כינויים	#,Academia's,translation:,שמרחום.	2	HL
תרמי	ת		2	HL
היפותרמיה	ע,אין_נטיות		2	HL
היפותרמי	ת		1	H
טרמינולוגיה	ע		2	HL
טרמינולוגי	ת		1	H
טרנזיטיבי	ת	#,math,term	1	H
טרנספורמטור	ע	#,electricity,term	1	H
טרנספורמציה	ע		2	HL
טרנסליטרציה	ע,יחיד,אין_כינויים		1	H
ברונזה	ע,אין_נטיות		2	HL
כאוס	ע,אין_נטיות		2	HL
כאוטי	ת		2	HL
באולינג	ע,אין_נטיות		2	HL
מגיה	ע,אין_נטיות		2	HL
מגי	ת	#,[4],adds,aleph,for,niqqudless-spelling,-,מאגי,-,but,strangely,doesn't,add,aleph,in,מגיה.	2	HL
מג	ע,אין_נטיות	#,In,the,phrase,רב-מג	2	HL
סיליקט	ע,אין_כינויים		2	HL
מיקה	ע,אין_נטיות	#,mica.,the,Hebrew,name,is,נציץ.	2	HL
כרונולוגי	ת		2	HL
כרונולוגיה	ע		2	HL
כרוני	ת		2	HL
כרוניקה	ע		2	HL
לבירינת	ע,ים		1	H
לגונה	ע		2	HL
לקונה	ע	#,legal,term	2	HL
לגלי	ת		2	HL
לגליות	ע		1	H
לגליזציה	ע,אין_נטיות		2	HL
לובי	ע,אין_נטיות		2	HL
לוביסט	ת,נקבה_ית		1	H
לויאלי	ת	#,Interesting,,even,[3],writes,this,with,an,aleph.	1	H
לויאליות	ע		1	H
לויאליסט	ת,נקבה_ית		1	H
לוקלי	ת		1	H
לוקליזציה	ע		1	H
לוקסוס	ע	#,colloquial	2	HL
לינגוויסטיקה	ע,אין_נטיות		1	H
לינגוויסטי	ת		1	H
לירי	ת		2	HL
ליריקה	ע,אין_נטיות		2	HL
ליריות	ע		2	HL
לקסיקון	ע		2	HL
לקסיקוגרפי	ת		1	H
לקסיקוגרפיה	ע,יחיד		1	H
לקסיקלי	ת		1	H
מגלומן	ת,נקבה_ית		1	H
מגלומניה	ע,אין_נטיות		1	H
מגלומני	ת		1	H
מדיה	ע,אין_נטיות	#,in,Hebrew,,this,is,singular,(but,talking,about,all,types,of,mass,communications).	2	HL
מדיום	ע	#,usually,in,the,parapsychological,sense.,TODO:,The,Academia,also,allows,מדייאות,(mentioned,in,a,decision,on,their,site).	2	HL
מדיצינה	ע,אין_נטיות	#,archaic	1	H
מדיציני	ת		1	H
מוביליות	ע,אין_נטיות		2	HL
מודולציה	ע	#,physics,term	1	H
מודול	ע	#,engineering,term	2	HL
מודולרי	ת	#,engineering,term	2	HL
מודוס	ע		2	HL
מודלי	ת	#,[4],prefers,מודאלי,in,niqqud-less,spelling	1	H
מודיפיקציה	ע		1	H
מוטו	ע,אין_נטיות	#,[3],recognizes,a,plural,מוטואים.	2	HL
מונודרמה	ע	#,play,with,one,actor,only.,מחזה,יחיד	1	H
מונומנט	ע		2	HL
מונומנטלי	ת	#,[4],prefers,the,niqqud-less,spelling,מונומנטאלי.,[3],and,I,disagree.	2	HL
מורפולוגיה	ע,אין_נטיות	#,linguistics,term	2	HL
מורפולוגי	ת	#,linguistics,term	1	H
מטבוליזם	ע,אין_נטיות		2	HL
מטבולי	ת		2	HL
מטריאליזם	ע,אין_נטיות		1	H
